Sample	posterior	likelihood	prior	TreeHeight	varValues	ORCucldMean	ORCsigma	ORCRatesStat.mean	ORCRatesStat.variance	ORCRatesStat.coefficientOfVariation	FBD	diversificationRateFBD	turnoverFBD	samplingProportionFBD	originFBD	SACountFBD
6040000	5318.98303025336	6227.96409526878	-908.98106501542	74.1674673515669	0.00257953428115231	0.0106511860058448	1.82408554587038	0.0141476904847156	0.00176912822354071	3.67945029764453	-161.171560056524	0.0102953942099852	0.863367188135486	0.122795594050275	79.2091723273866	2
6050000	5305.69831374506	6221.64444912356	-915.946135378501	95.4334866042166	0.00231931344713634	0.0107786456846977	1.96620982794804	0.0138186458975456	0.000882569301670006	2.72425381874024	-164.434031122804	0.00122295920754297	0.978221232940952	0.151415050248231	106.840108852701	2
6060000	5297.72996761962	6219.99910642272	-922.269138803106	104.416566169994	0.00208751590638726	0.0100490123459137	1.80134255294179	0.0130207642646937	0.000388912165088157	2.74833874905817	-167.95797941675	0.0306847158671784	0.612364914693455	0.203209211693948	142.162656036985	2
6070000	5284.63652365786	6214.87695820902	-930.240434551155	117.015499196294	0.00193212183416497	0.0102956907691063	1.6719274627164	0.0141603672709793	0.000325128876081504	2.68347316670303	-174.040175839438	0.0340526104128813	0.577465127530997	0.140435270354336	150.773761030686	2
6080000	5298.96970702524	6228.1836774036	-929.213970378367	107.573428554324	0.00204743967518195	0.0102470473850162	1.66298239129816	0.0173979961528889	0.00058699793131513	2.98677548842678	-168.823685256153	0.026653239728453	0.608803454054121	0.268632512490648	107.841285422345	2
6090000	5297.67100286506	6222.01878027992	-924.34777741486	80.5621129282562	0.00238027062483166	0.0100369411270048	1.84504709546879	0.0135054863454115	0.00152983374018135	3.01700455800372	-161.805978114775	0.0205340109100777	0.750105669683413	0.129922517995378	97.2079981657398	2
6100000	5297.48253011482	6232.91200793203	-935.429477817209	81.0064925252923	0.00237716262877297	0.0103219902300606	1.68111705283579	0.01663312210044	0.00290148157633907	3.48790069175722	-161.372195337337	0.0209394635642368	0.722819752720162	0.173621545124568	98.6426802417367	2
6110000	5318.47663032793	6227.44167094126	-908.96504061333	71.5993835389525	0.00260975132595039	0.0101707581125908	1.92164633833734	0.0122732112063328	0.00270900595335487	4.06851380646308	-160.281682298602	0.019049452524069	0.791885267661724	0.114472095566977	84.1175098042827	2
6120000	5311.64064954968	6218.17951866984	-906.538869120168	67.6531315036631	0.00272189784134344	0.0101426024217467	1.94965387637713	0.0152405353403271	0.000991894155705044	3.28847933106087	-156.007776213794	0.0208492444127624	0.755289906673787	0.121485434827396	74.9451217291263	2
6130000	5302.39543669651	6211.24314567911	-908.847708982604	71.8068168816955	0.00290649915770564	0.0100473314949593	1.8579551837374	0.0146879749483972	0.00163117653233858	3.07821333116084	-161.278918896579	0.0223649282382457	0.551581600602246	0.333279317806971	86.1853498562247	2
6140000	5290.61802908833	6192.11849057772	-901.500461489392	43.5697695302587	0.00286937633533129	0.0101915646612888	1.76691474440154	0.0227459197923267	0.0269517031535362	5.29635163504795	-146.045146061131	0.0815110742646813	0.67558777750843	0.083382727737484	43.7894441224791	2
6150000	5312.50163621499	6198.69563257582	-886.193996360822	75.017388856559	0.00324573513553809	0.0102585422932112	1.8263864861927	0.0131898835929637	0.000628680948770317	2.85515270061674	-153.775857652389	0.0303579704398299	0.753168610846239	0.0809437926305359	76.2316661685083	2
6160000	5317.47238357973	6202.62630728487	-885.153923705147	69.645211886034	0.00308834285661199	0.0101060448564573	1.94077281785306	0.0164971756120861	0.000595432642769882	2.54538042232241	-145.41015522783	0.0255394006614321	0.781778073978097	0.172822793331892	78.0152780464	2
6170000	5302.55435611142	6205.80004033178	-903.245684220361	63.4066770857456	0.0032134704451486	0.0106681804254403	1.70959143184152	0.0208580983385297	0.0015819803456174	2.54826161804002	-142.310941900745	0.0268654408224349	0.817897840933108	0.110648961585354	73.4679341898099	2
6180000	5308.51323306476	6206.37590792079	-897.862674856029	73.7306078214291	0.00321671758796285	0.0101864579723172	1.74063197437905	0.0159115058520009	0.000761268074654519	2.554477515829	-150.093152126443	0.0219894487566634	0.771587135080294	0.131907840697743	73.9963397710883	2
6190000	5311.19605592558	6208.59948947986	-897.40343355427	74.0481694566477	0.00308216899303196	0.0104391817768783	1.80724584045256	0.0144104561514195	0.00149999194586254	3.23144060071147	-156.252161118161	0.0327018597017155	0.739708504660762	0.0856990838214742	79.7769484351182	2
6200000	5336.54491444606	6223.52113528103	-886.976220834967	58.5204465484078	0.00377604742918509	0.0100619490722324	1.68505613827323	0.0130142122097295	0.00330758323762061	4.3746289573571	-147.215445545827	0.0177166735838202	0.917262055952234	0.0512595238730405	69.3901756496463	2
6210000	5295.47830706682	6212.95528811515	-917.476981048334	92.2782395092622	0.00266383842360075	0.010033111249913	1.67959706621536	0.018331125770823	0.000595816225594731	2.7232583972909	-163.630868552656	0.0297001735071183	0.658480400139387	0.136474612716594	100.401533056055	2
6220000	5287.49325282476	6203.92882463269	-916.435571807927	85.3925726902489	0.00292744662581195	0.0101249188803232	1.69577385957352	0.0171268468875977	0.000404586050745005	1.92273511808561	-156.755477219533	0.0377583780801699	0.678843584996318	0.152530237598401	93.0239495430309	2
6230000	5303.65306062039	6226.61170892896	-922.958648308574	78.7982005968177	0.00186180225575556	0.0114387892500427	1.68370946183916	0.0205559199056744	0.00294436594453125	3.28358183382735	-156.74049351928	0.014347096299964	0.847410878588507	0.0916962957752781	84.652435417659	2
6240000	5325.61092707448	6247.93212764082	-922.321200566331	93.9745590132402	0.001834906584845	0.0100392511348058	1.72212891155088	0.0217991967702426	0.0017885392435215	3.80022068692423	-162.39228677451	0.0376924818634308	0.697796586385685	0.112855328414504	105.292165791559	2
6250000	5319.64838703617	6249.56276313062	-929.914376094451	78.5201526656802	0.00177517707293317	0.01011370911923	1.9748631176237	0.0185104798143934	0.00290343190557313	3.34060576417242	-160.950964866059	0.0171299035811619	0.798882603081303	0.161998285019899	106.091044058524	2
6260000	5327.18590386168	6242.57045988245	-915.384556020766	91.4714608296696	0.00199882370810203	0.0101683878576945	1.7727767090699	0.0180258804029958	0.00126651898531319	3.37154141492755	-166.174415900176	0.0305707225478858	0.634224381180045	0.154290510208823	95.1388146516759	2
6270000	5338.0846353113	6248.96186545522	-910.877230143918	78.3123992920549	0.00201959986155592	0.0102011724833845	1.73410449667227	0.0176705999533982	0.00523288460460672	4.56901221571546	-165.893423121402	0.0195892530161787	0.70789637135427	0.198439539975134	85.79475233884	2
6280000	5334.78374899649	6255.39051679735	-920.606767800868	73.8972213205848	0.00231172628128247	0.0100560081352422	1.96504445911016	0.0136146996605554	0.0174187434176023	4.25739358518092	-166.793980172765	0.0159620954238055	0.822615977854809	0.0578665665462529	79.626571850175	2
6290000	5351.66282725118	6248.77462350317	-897.111796251981	87.5882111349603	0.00231548960639644	0.0108058627581936	1.76940883105693	0.012514602702256	0.00187071106019241	4.21555018433706	-169.406643219878	0.0388604323033606	0.549252028742731	0.215786575393292	93.8095267519365	2
6300000	5348.11905059246	6252.37842424855	-904.259373656092	91.8836807169372	0.0023003867544205	0.0101990106858541	1.80276712283331	0.0117764813568947	0.00146853292634017	4.16266890372491	-175.644404305974	0.00973388309953151	0.841549251000773	0.081949825539044	151.484148199203	2
6310000	5355.1252703591	6247.9997231823	-892.874452823194	62.6780182650852	0.00258648924416556	0.0100517898677899	2.01033058734317	0.0144415767592198	0.00688741619220423	5.12559253101175	-161.498206860878	0.00552457510259704	0.917426583259036	0.212964537109754	101.011634680868	2
6320000	5326.82090272034	6229.69762401262	-902.876721292278	70.6717529215939	0.00248532998566161	0.0101850058901389	1.59489400505881	0.0116057913147694	0.0034444795899726	4.38905434129526	-160.141788797058	0.04606153210701	0.461259675381754	0.195798086644451	72.5375200595321	2
6330000	5317.60030119476	6245.87903556744	-928.278734372674	83.1396453972827	0.0019735652570993	0.0104322246133708	1.88840638339797	0.0235023908653401	0.00293507429008544	3.23580124847699	-161.246751281194	0.00878879905374944	0.879878169818532	0.119945403595955	105.22046025005	2
6340000	5320.04434212498	6239.84744778367	-919.803105658697	89.2688749446358	0.00208319109930879	0.0100566652379233	1.8212081417864	0.0212170962327411	0.00303372494997103	3.52558673733964	-165.241237286473	0.0136055519786692	0.795798359700367	0.118732133007685	144.695984808763	2
6350000	5321.22462594051	6223.28464195023	-902.060016009716	106.738995092051	0.00261729076225031	0.0101148842077547	1.66279230505208	0.0142908741317259	0.000642470353202749	2.52318793630583	-158.902181384382	0.0203621416783537	0.798809932681794	0.116620593700918	108.850879238409	2
6360000	5312.58276092546	6212.91516953712	-900.332408611658	93.5311823783448	0.00283900976541758	0.0100597031624962	1.99366724586123	0.00924833967420307	0.00087574122389112	2.80837307404168	-167.125968710689	0.00823581144621117	0.84612393783822	0.129331963421231	114.575271193923	2
6370000	5310.48231539495	6212.04785024962	-901.565534854664	102.498478574305	0.00228314209209277	0.0102869321540608	1.70536459994023	0.0111317844798713	0.000526371185277876	2.91044178910446	-166.631439022597	0.0147762971412098	0.778962674206668	0.201493733049745	130.377582316942	2
6380000	5311.77217972481	6221.78203401206	-910.009854287251	58.6710265062763	0.00210981432038563	0.0100518173676138	1.7649575323797	0.0140634581327484	0.0022673715690669	3.38486021604465	-159.702244602071	0.031604055932748	0.734459645899512	0.0655535042972163	67.9687381045278	2
6390000	5309.16239660942	6219.14097263369	-909.97857602427	68.4364393629039	0.00226666848287715	0.0100898945799505	1.80749681515552	0.0220314605185571	0.00264969033859672	3.35483248727923	-154.298111107403	0.0105338971136805	0.873207735771136	0.188193901610053	100.2600394342	2
6400000	5302.11414520282	6201.76392788058	-899.649782677764	66.0373884335924	0.0026771581488143	0.0101940607855052	1.62590560906662	0.0150005728000851	0.00194097881111377	3.33905438308631	-154.753336271661	0.0208054264354266	0.80371752793326	0.13660953329	77.9914370718057	2
6410000	5312.65736887062	6208.33415285081	-895.67678398019	94.7705569231437	0.00260342876523174	0.0100762429160534	1.81740149022248	0.0127922483779873	0.000438797522434067	2.14936860409443	-158.181758053279	0.022872429873008	0.827027221740393	0.0512397184602469	122.040496348494	2
6420000	5331.47320124748	6203.1623607646	-871.689159517124	59.6983839210161	0.00310577768700139	0.0102874089829485	2.15830015472647	0.0151631103205062	0.00120843538267284	3.21100512415267	-151.309413711368	0.0288338060791564	0.808899272334821	0.0909017606641144	70.344737296635	2
6430000	5327.80446565008	6211.4798545873	-883.675388937223	59.3635018389438	0.00283466786712569	0.0107018626404216	1.92702836496339	0.0123342612384931	0.0050612270849413	4.81896163608569	-165.04086867101	0.0386087450796469	0.436593040315098	0.308707905469467	83.2847635874052	2
6440000	5315.59958129193	6217.66452236488	-902.064941072947	67.2476226151968	0.00219875698833242	0.010789332615421	1.70006057177576	0.0162989902795799	0.00498207544079952	4.63557896090272	-165.406774555773	0.0128644394672197	0.74598331171628	0.300436306518913	120.401194678794	2
6450000	5304.22246427037	6196.82623605626	-892.603771785894	85.2551569387813	0.00266833472968878	0.0101051875146076	1.79588828937485	0.0124331870642665	0.000573932481472884	2.60924762435138	-163.086083932818	0.0153096777887077	0.830862018694152	0.21033988329509	91.3630694687976	2
6460000	5310.07950503689	6207.76719297844	-897.687687941546	90.7569816583081	0.00226803255690936	0.0100425860589775	1.8086224557892	0.0136402127999933	0.000361685301008625	2.41562835807942	-161.806384089935	0.0170762570565576	0.790679538114635	0.168636961463549	101.306727931849	2
6470000	5311.25912807606	6215.29581977694	-904.03669170089	71.8753274442104	0.0022497151295469	0.0101331834627512	1.70693707742728	0.0172814411285668	0.00240805768629107	3.52554482727987	-158.387167984504	0.0151674973881921	0.804624268589438	0.139104541414151	83.4421392009955	2
6480000	5321.87655784551	6237.20578949508	-915.329231649571	80.6298117525812	0.00183080810593935	0.0103865843737372	1.87364771445649	0.0173841111504861	0.00101303424542602	2.65859126354304	-159.623188881371	0.0118085194919375	0.902740482470699	0.070402402944522	126.699451228911	2
6490000	5313.20550140061	6225.78021492283	-912.57471352222	62.3384464328709	0.00207997241971712	0.0103469665017198	1.67777154524758	0.0174759403854018	0.00922188254816678	4.75794593491575	-161.271219711156	0.0146101475934663	0.754133156718184	0.26158026182206	64.5351325750516	2
6500000	5313.15887210375	6223.79380679447	-910.634934690716	94.6701769209918	0.00224183374893889	0.0104258515913511	1.65805799315024	0.01230104243374	0.000208929686266029	1.81588182489275	-168.039940169683	0.00526485348528807	0.886916866702017	0.132354705999094	98.2731892409518	2
6510000	5321.1661211989	6227.42927446656	-906.263153267661	95.3056814211591	0.00217725122142958	0.01028684543037	1.84928683425675	0.0133480834812126	0.00100663868226195	2.78534423879431	-166.16483430177	0.00220725773477674	0.965976017598111	0.102207647473439	99.2746309170647	2
6520000	5306.50659493469	6218.53875593369	-912.032160999004	75.4705791349334	0.00235289885028938	0.0100335534248708	1.72937049502434	0.018088510781128	0.00355731023226174	3.98753548695396	-159.323428518964	0.00904283416351282	0.934038940537539	0.0381103392867114	128.702343097282	2
6530000	5317.20525687237	6220.5483602424	-903.343103370032	73.7260045210148	0.00199407020354064	0.0101984379920444	1.97566307908533	0.0182661743126631	0.00777210159504929	4.8953012336605	-162.526716175398	0.00533566822608207	0.943420018118287	0.0889689245047734	81.1938174133405	2
6540000	5316.05517921803	6222.91014293827	-906.854963720234	61.0923121853905	0.00222635883268254	0.0107125980213748	2.08219165086121	0.017909747588525	0.00277944272218034	3.08803491757839	-149.779029100649	0.00497190926773829	0.970327729548459	0.0327217570084981	83.3364283660042	2
6550000	5317.2466416984	6240.15301576454	-922.906374066145	57.6624837007391	0.00195818741071089	0.0103602820327031	1.94470900344145	0.0199423017971782	0.00743118557351635	4.13396677752499	-152.129886615161	0.0395223051171491	0.636311194016688	0.149193057860381	69.7600284650972	2
